synthetic_time,syntetic_speed
5.658865590285681,31.410648990811822
9.211393868047434,22.534674186508482
17.063888154229716,23.589663238365915
16.699377052094096,31.964661858541977
18.772212581615676,31.415189030734986
15.410390045828295,34.48168042198363
19.685566363719694,37.3313568707251
25.662320996721554,36.81368178550538
35.41102673342891,30.91456391435105
40.28922976367709,39.08771800398449
51.92233826279725,39.498125160195926
61.15252234037835,38.32575987724999
61.38172572867909,37.85724154938566
62.97717278456316,33.29957784657992
78.54513487460898,35.10354316841743
85.78604687552695,33.80889797647363
88.0160767724851,34.86204122925883
86.25132391038126,36.84483459345927
75.5456669136225,33.327165274994805
73.48546039275914,34.16091430135108
77.01917839115951,39.69762077672543
76.14218210171651,41.69225158596484
72.21535843394919,30.52823602869217
77.05698951157069,30.225438149346544
78.75446215645997,26.026592069804487
74.88028447624032,22.814716374668386
77.7490549799758,24.134902613199042
79.75473661762537,24.03997598206505
87.1149490611277,30.80975762856269
102.67521053772089,27.153577302220892
115.93146788332176,18.43123582988859
118.37429286298772,34.0910245341141
127.37623887628429,42.46525577333348
133.96722810472826,30.836458842518127
146.9585864879399,31.237009116820158
171.16398183041304,38.451785162490324
183.23319468640125,38.03974810330958
196.9646146536784,33.92048046774739
210.813641603776,40.98946189886883
215.81010807373858,38.249134349401785
234.1001591554586,36.34557319492142
235.24195810342917,32.15466920696571
229.89518853781257,23.8716202244326
238.05710469188267,29.271872367038142
239.95066151088116,26.40839928268238
251.41259895455474,21.389819394798508
245.2929812812571,19.390240309950617
250.09494028789317,36.229889306744695
256.0029933907383,28.044764656135076
284.03723821206864,29.495536502161155
287.3831512743015,34.873522848031115
293.1763660784183,33.469236530674586
290.6362170129778,30.188330012862874
288.06863454386,31.74524847668865
295.8904061856297,27.211344935346737
296.46425804747986,36.465182239135686
296.4081342789269,37.06983054394277
299.6565417967123,28.59575348713868
302.73706732790345,36.72223901558055
306.72481780866906,35.7497772048519
315.7702621738424,29.966956000348553
316.90135918708603,31.0483354361387
337.69696304285094,32.41248131580272
340.60530688934995,30.291359225486435
348.42804839902726,31.12342038960101
364.00456809029384,29.76447709708357
365.8157967523052,32.74175004976208
363.8897929742425,24.89001018436486
353.99623611409015,24.54765229555262
359.89390860662667,22.25589068243376
369.0142879655523,21.449420753515792
369.9684365604124,20.75265193929813
369.3127662382807,22.45977671195611
375.8706759020031,22.591484341524712
371.622992362963,31.925618514213532
372.55182629659697,24.397310509840384
377.0416559172978,31.041434814413666
390.3858624979002,24.54751631934538
398.1614565768824,25.223743033020487
405.3017428547969,27.892756019394472
407.4149373708281,26.391565192585375
413.4391197873368,19.92514761243755
428.03182423007524,34.78998368579686
436.39795007299705,29.39902102869356
440.96212415380467,29.64373732269962
438.24241793604926,33.423820201290596
433.63423994801224,31.259569154291086
444.54314217751715,34.66678680825342
446.7899415520577,30.270666666567152
443.62308261240014,32.99689011119188
449.67800653933807,33.13844280923339
449.6509494486081,35.06771044702598
459.78682134768974,29.621526979068026
468.372382843283,39.316745354173
478.8081016636749,31.406136340877822
482.81499314488315,39.08584982612677
507.6388281828428,37.83283303501917
506.39383226484455,30.41156669090894
497.54737693311284,33.96053666904108
499.336125612811,25.905976737382257
504.40467916746667,27.513486654208688
508.76270060664456,30.30083181357678
510.4993954933991,30.179288006440263
509.7585145846647,29.31396154454734
517.5380653883823,37.58809788606004
521.6402085423997,22.09887435601904
532.1642552777156,23.994428514770075
548.544679657086,36.91944778346152
552.4218907332144,31.513543823367876
559.5164148677186,32.00833138887983
563.0097829448666,46.177463541705066
578.8986578588301,43.14937223129572
600.1911286282863,39.736722394824625
603.1620607845551,40.387317977335194
612.7319099112397,27.687096274159067
625.4952517626734,32.70136083897787
632.6874133734241,38.91593534451593
643.6738044425559,43.04845345187267
646.2174547216738,40.90726771446344
655.1398591224823,34.55007022806014
657.574623701498,37.58186870189508
669.2046821550981,44.45297611443195
691.924754507058,32.69544391428371
706.548354856691,24.12634416436663
712.4220929396707,28.3035204061516
710.3816554793278,36.47308350287161
718.6564161786894,39.56687118414667
717.3741915165818,39.364359759239306
712.4086021657364,38.72843962318916
716.5385152620888,36.07050516596395
715.5057608723428,37.84625437414729
714.4851651761388,39.03602483516712
734.4271924814255,42.43823913417014
744.5125678151821,38.19658285268176
752.6609699744374,40.66017559898728
770.4816888888593,39.67711304507955
793.8655718628964,42.7634297972422
799.5631273317588,36.7857387401386
802.1420380262077,35.15432043045521
803.8741312847272,45.82145521037162
807.779387452566,30.191371957436523
817.0460064508115,36.42922455961122
813.2991953678466,37.09864354183641
819.6946493516709,36.392148587190235
830.7530773544813,35.841198968871176
831.7952000392424,38.63790117738374
840.3118380587841,39.51377123627387
858.6412944043284,36.00298053453009
863.0719627501094,33.84074244053078
865.8373860386758,33.63575183347323
864.6676251418804,37.76889759430127
870.6910182146476,39.21991987184071
864.9527431602977,31.34786516513716
864.124668920224,38.87200336651783
870.6842512877656,31.01534714563424
874.1815268424494,32.43734894588213
882.2285355773722,27.730347618274187
894.7686329145982,30.958220280328405
901.8886630875671,36.66125549546425
920.0378593351185,32.096120300874276
937.3013373063634,31.54279105681419
960.4271460520342,34.532307829147236
969.7539854375154,30.286996823786833
983.1028225294406,39.58291841812224
994.533781586975,31.799203680759693
996.1018824223576,26.96284626887057
1001.0012330465571,37.765834035142795
1010.3400445668955,28.64679664499188
1013.6728385967556,39.957825479259725
1029.2281042550849,33.439458232011674
1032.7179192000674,40.4093108589265
1045.6301842146947,33.72907730891323
1039.0854380097803,38.49569139500511
1056.1623389099846,27.51130805197832
1066.1444312472743,34.25620687096674
1070.2568758256077,41.008538921615106
1080.5876406974896,34.911171569662024
1081.7418115100872,36.583143241880116
1082.2924126579608,28.52102495180323
1093.7045273991403,31.71205845846355
1109.061857285833,37.23474818581999
1107.700403677262,33.93134688352703
1107.8724937930458,33.49220657748631
1103.3325831512366,39.09341852153845
1108.1876024865094,23.051321994759363
1108.2185616544577,30.66926933715853
1111.021352714325,32.71312264130541
1112.1516704589033,48.53007385772318
1111.1101391322493,35.10936768851982
1110.3285726795866,36.95575268388835
1109.9336427897674,30.976896419244277
1110.045850700975,35.641949237634314
1110.0960897219545,34.543168401319214
1118.8341321284922,40.16970157871594
1146.4129853343866,29.090624755995265
1156.5244911749116,35.81618090655072
1162.0052145954355,27.269866369040205
1162.519520107289,31.163363668857293
1160.029677199076,39.01476584779204
1165.9782326098436,32.79923691991493
1162.7055312614327,32.880158968168
1166.6704838368096,36.76806611144509
1168.6357397054653,32.203057551521546
1179.1437717630122,18.668092197286327
1187.2149951331392,38.81934069253461
1195.6144467666538,36.48179700330539
1210.046284360112,35.131427538098315
1221.2579144055503,34.698426416050374
1226.4462519569795,28.401943481715488
1234.9367863830878,41.732496095392776
1243.2025148803712,32.42864915255799
1250.371407445135,36.17448365898291
1257.414258667905,36.14017710294617
1255.1564370038614,31.853554959523223
1258.75687019305,32.42999644690951
1256.10563951641,29.10755194281007
1259.936938744095,35.6417929563321
1254.7359762230503,41.69608211621384
1258.1895155925392,31.200427992136145
1262.64908607995,32.41180942004407
1271.0675705942183,25.266926965539373
1295.079846579193,30.025836593567547
1312.245245977036,40.67483106078779
1339.7404078531724,26.95892449799334
1341.6715981044986,39.833667956093976
1344.639558644745,32.43122976887945
1360.8067215642757,32.345972038111725
1376.511479784102,32.12477840671687
1394.28576278128,38.06003720213874
