synthatic_time,syntatic_speed
4.14440496347613,33.92306444027814
5.793269765238474,35.44101088764124
27.907045435194124,40.940589900269046
42.803862805969004,35.649559479526175
52.38445220465802,39.49252146862812
69.13350435928766,39.6607536021354
71.27800737662143,35.96953777553602
81.98965491994392,33.39682869577026
96.89447562525665,36.76053074682617
108.30717107854024,30.665264814285745
108.70846967830194,37.40738460098825
125.0977866158344,35.87499679069935
131.2610252339275,32.634934877601054
137.82890105442635,25.77239970458418
152.69659393863344,29.86798676153042
178.96120978772817,30.274877987334186
192.8746720724579,31.83206759223439
198.8188114987212,29.561014797346374
209.63708236224704,30.015974459845808
221.47872436503144,23.506809269477273
237.4482252833247,33.72587839190224
248.1076903277822,42.87525211106711
248.7915161780595,35.21838373456713
256.9829799576136,35.776238161201235
272.0286641375233,27.215156789470832
273.33962974174017,31.094766926913685
282.3642874846077,32.62241895813077
286.8871717753038,28.726996569923394
289.9267135475389,35.131539347607365
301.73635499477473,38.83024385633011
322.64669742408324,29.724907833531518
334.912945815681,31.087628681180373
335.1458952336274,25.229289822325676
346.9809310828813,22.091606408772368
359.79444080381023,21.981887523556583
374.30077802220234,23.662835533055105
379.59347273645545,24.679553617043094
390.6101592870982,23.81990792746692
401.6837367710538,27.71149813581531
403.40654317604213,23.29766513552808
416.2453676583857,31.457504930763267
428.75155631299333,26.384435525399795
430.48612207998417,31.815402146659274
434.78052490930315,31.478019712859556
444.0317690154183,33.14363879374934
446.7839931749755,35.606927041673515
455.9146539614965,27.629024806583452
461.3484907383893,28.760514947118143
469.0244536671695,29.976332477301828
471.3634562978211,36.17543487585307
480.4992862127915,29.02910680829356
470.70188502801045,30.089304751161922
487.26809806025943,33.34535768421003
502.0446705609422,30.990363381120627
509.0701336507665,36.59179660134113
520.1553284331976,31.380092206136098
538.6772506882278,29.4909564776355
534.1183258934649,38.72199686750873
535.0263748196381,40.27727228324123
539.1068083164715,36.702505878728275
552.8932328427713,27.1730359820821
553.9160571561383,31.35563190125403
553.8502478678136,33.16786067615415
549.5067484956483,33.7649687594563
556.3304554149051,30.23591216008214
560.4742082251468,35.103218002412675
581.0260899906974,30.50931275674558
591.676233946031,38.147326291357
606.6121294482322,32.53023525475108
587.0142390270734,32.29343392570598
603.034227142459,37.47913341512076
611.1812256389533,31.455245798525006
602.5877650393464,35.89848936652635
603.7895794861554,40.62866294345947
624.3992202174195,42.482591743710046
644.6941832951711,37.482668509018126
641.7472617220587,34.950411914197765
647.567200441978,33.06493813363446
658.0150527072766,33.39778354221232
668.4219466845384,26.61771059559936
684.1121581512274,31.961466437438297
700.296563528219,33.712944193920976
702.4540129701963,31.00336205023084
704.7824769166294,28.05023253301465
698.7068109880106,27.866324646124124
707.586676169067,26.610813414255603
710.164701928582,27.290992941756745
708.9190733435553,24.727163711610586
719.6092649069894,31.85185081765697
718.1925143861006,25.876786832087657
709.7148058627139,35.996580427766624
708.672384876852,34.73371625599308
712.3326675288458,32.25001171135091
698.7047902346362,26.502383431117607
700.4048501936081,30.626262093712324
697.6566669580658,30.275460838957525
715.8844306006534,26.498110838789383
730.8445942950822,26.901036982531444
740.3005877927894,31.78790291141221
755.2861864316444,24.764631237315395
779.9608081694743,31.572881306569595
798.7875483958916,28.93738669819155
798.867401233705,33.70630535294899
808.6476293530163,31.214874125912054
806.3808601402376,27.3641868108662
813.6545070967608,28.101840099158483
826.7763800690915,29.280566353449217
836.0304401195691,38.565536250254205
834.4700332934491,37.80731597017606
827.4783551908413,39.14764221636504
839.5878810665356,34.598923863302474
855.5684588394681,37.15019356618993
864.5447477333735,33.50571282943533
876.6130625633481,35.571781966489596
883.3106115035843,32.7164692114654
907.2467468100901,28.896202577242462
914.7258533755975,35.72314470207925
924.4631173734468,34.78466668977252
937.9819048255636,34.61191733577495
955.6548530282129,36.90839935211984
972.4663888736936,36.189093620742874
975.917161951816,38.11818301348804
985.9239710964719,37.16712035910583
993.5120444767632,38.25971883124711
995.5199854313289,34.53198837281238
1002.4812045151104,35.22273406461896
1001.3471003472822,32.79561970452482
1009.2783085771993,35.06973323968231
1021.1286013176598,37.21918860246176
1042.8619222132527,33.23147790623036
1054.4235892814575,40.98825376626268
1052.4289573904452,32.51145004782304
1058.0933159489352,47.30646216040842
1063.4884687502558,31.49869992596581
1075.817183542988,36.330607718469615
1093.9407194829557,29.987905407139028
1103.493689531884,32.78762252114407
1126.4201464511457,40.38867681454915
1150.308751128729,31.986321633876912
1142.4304968205158,32.01264271015615
1155.23090483222,31.01073733431813
1159.5806068796962,35.084923416572096
1152.989734473108,35.409515627399294
1160.4887334459838,26.71401839264123
1151.8857014449773,39.76859332664136
